P35222|CTNNB1	P48736|PIK3CG	1
P04637|TP53	Q71UI9|H2AFV	1
O00255|MEN1	Q3L8U1|CHD9	1
P12883|MYH7	Q9ULT6|ZNRF3	1
P46736|BRCC3	Q9UER7|DAXX	1
P01024|C3	P84243|H3F3A	1
P84243|H3F3A	Q9H221|ABCG8	1
O43451|MGAM	P84243|H3F3A	1
P84243|H3F3A	Q96JK9|MAML3	1
P23467|PTPRB	Q8IVF2|AHNAK2	1
P19174|PLCG1	Q9UHV7|MED13	1
P01112|HRAS	Q9NP56|PDE7B	1
P01111|NRAS	Q8IW41|MAPKAPK5	1
O15550|KDM6A	Q38SD2|LRRK1	1
Q8IXJ9|ASXL1	Q8IYT2|CMTR2	1
Q8IXJ9|ASXL1	Q9Y6Q9|NCOA3	1
Q8N511|TMEM199	Q92793|CREBBP	1
O95202|LETM1	P21359|NF1	1
O14522|PTPRT	Q9UK58|CCNL1	1
Q92585|MAML1	Q9BYW2|SETD2	1
P08581|MET	Q02080|MEF2B	1
O96017|CHEK2	Q14966|ZNF638	1
P15056|BRAF	Q7L576|CYFIP1	1
P42263|GRIA3	Q99102|MUC4	1
O14917|PCDH17	Q70Z35|PREX2	1
P42336|PIK3CA	Q9H2J7|SLC6A15	1
P27986|PIK3R1	P54756|EPHA5	1
P46531|NOTCH1	Q86X24|HORMAD1	1
O14776|TCERG1	O75874|IDH1	1
O60218|AKR1B10	Q96RK0|CIC	1
P00533|EGFR	P0DML3|CSH1	1
P60484|PTEN	Q9Y6L6|SLCO1B1	1
P06400|RB1	P21399|ACO1	1
P46100|ATRX	Q8WZ42|TTN	1
P16234|PDGFRA	Q9Y6X8|ZHX2	1
P16234|PDGFRA	Q12955|ANK3	1
Q13227|GPS2	Q8N3U4|STAG2	1
Q8N5V2|NGEF	Q8N653|LZTR1	1
P46777|RPL5	Q96IF1|AJUBA	1
Q08209|PPP3CA	Q96PU8|QKI	1
O75410|TACC1	Q68CP9|ARID2	1
A6NDS4|TBC1D3B	O00743|PPP6C	1
P07998|RNASE1	Q14206|RCAN2	1
O00571|DDX3X	Q9BYG5|PARD6B	1
Q6ZUT3|FRMD7	Q9Y448|KNSTRN	1
O14576|DYNC1I1	Q02750|MAP2K1	1
P0C0S8|HIST1H2AI	Q02750|MAP2K1	1
Q02750|MAP2K1	Q9UPX8|SHANK2	1
P61769|B2M	Q13634|CDH18	1
P61769|B2M	Q96G61|NUDT11	1
P04626|ERBB2	Q86YR6|POTED	1
P04626|ERBB2	Q9UBT2|UBA2	1
P61586|RHOA	Q06787|FMR1	1
P10747|CD28	Q9Y274|ST3GAL6	1
P10747|CD28	Q9BRP1|PDCD2L	1
P10747|CD28	Q9UPY6|WASF3	1
P25963|NFKBIA	Q00653|NFKB2	1
P21399|ACO1	Q00653|NFKB2	1
P25445|FAS	Q9H251|CDH23	1
P20042|EIF2S2	P25445|FAS	1
Q9P2G9|KLHL8	Q9Y6K1|DNMT3A	1
O14497|ARID1A	Q86WS3|OOSP2	1
O14497|ARID1A	Q8TE49|OTUD7A	1
P37275|ZEB1	Q8N4M1|SLC44A3	1
P51692|STAT5B	Q5ST30|VARS2	1
P43146|DCC	P55201|BRPF1	1
P21462|FPR1	P24821|TNC	1
P24821|TNC	Q9Y2E6|DTX4	1
P42677|RPS27	Q15262|PTPRK	1
P31785|IL2RG	Q15262|PTPRK	1
Q15262|PTPRK	Q9HC56|PCDH9	1
