HGNC ID	Approved symbol	Previous symbols	Alias symbols
HGNC:278	ADRA1B		
HGNC:280	ADRA1D		ADRA1R, ADRA1A, ADRA1
HGNC:281	ADRA2A	ADRA2, ADRA2R	ADRAR
HGNC:282	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1
HGNC:283	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2
HGNC:285	ADRB1	ADRB1R	
HGNC:286	ADRB2	ADRB2R	ADRBR, BAR, B2AR
HGNC:288	ADRB3		
HGNC:15759	ADRM1		GP110, Rpn13, ARM1
HGNC:291	ADSL		
HGNC:20093	ADSS1	ADSSL1	FLJ38602
HGNC:292	ADSS2	ADSS	
HGNC:21214	ADTRP	C6orf105	dJ413H6.1, AIG1L
HGNC:303	AEBP1		ACLP
HGNC:24051	AEBP2		MGC17922
HGNC:25722	AEN	ISG20L1	FLJ12484, FLJ12562
HGNC:24017	AFAP1		AFAP-110, AFAP
HGNC:28141	AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981
HGNC:26714	AFAP1L1		FLJ36748
HGNC:25901	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130
HGNC:7137	AFDN	MLLT4	AF-6, AF6
HGNC:21236	AFDN-DT	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4
HGNC:53447	AFF1-AS1		
HGNC:3776	AFF2	FMR2	FRAXE
HGNC:41334	AFF2-IT1		
HGNC:6473	AFF3	LAF4	MLLT2-like
HGNC:17869	AFF4		AF5Q31, MCEF
HGNC:16411	AFG1L	LACE1	AFG1
HGNC:314	AFG3L1P	AFG3, AFG3L1	
HGNC:315	AFG3L2	SCA28	SPAX5
HGNC:24169	AFG3L2P1	AFG3L2P	
HGNC:316	AFM		ALB2, ALBA
HGNC:20910	AFMID		DKFZp686F03259, KF
HGNC:317	AFP	HPAFP	FETA
HGNC:25951	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388
HGNC:318	AGA		ASRG
HGNC:16922	AGAP1	CENTG2	KIAA1099, GGAP1
HGNC:41427	AGAP1-IT1		
HGNC:16921	AGAP2	CENTG1	
HGNC:48633	AGAP2-AS1		LOC100130776, PUNISHER
HGNC:16923	AGAP3	CENTG3	
HGNC:23459	AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2
HGNC:23467	AGAP5	CTGLF2	Em:AC073389.1
HGNC:23466	AGAP6	CTGLF3	bA324H6.1
HGNC:23465	AGAP7P	CTGLF4, AGAP7	bA109G10.1
HGNC:23463	AGAP9	CTGLF6	bA301J7.2, FLJ00312
HGNC:23659	AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2
HGNC:29421	AGAP11		KIAA1975
HGNC:23661	AGAP12P	CTGLF12P	bA164N7.2
HGNC:23499	AGAP13P	CTGLF9P	bA548K23.1
HGNC:23660	AGAP14P	CTGLF11P, AGAP14	bA145E20.1
HGNC:26504	AGBL1		FLJ32310, CCP4
HGNC:48617	AGBL1-AS1		
HGNC:26296	AGBL2		FLJ23598, CCP2
HGNC:27981	AGBL3		MGC32955, CCP3
HGNC:25892	AGBL4		FLJ14442, CCP6
HGNC:41123	AGBL4-AS1		
HGNC:41482	AGBL4-IT1		
HGNC:26147	AGBL5		FLJ21839, CCP5
HGNC:41133	AGBL5-AS1		
HGNC:41484	AGBL5-IT1		
HGNC:320	AGER		RAGE, SCARJ1
HGNC:5175	AGFG1	HRB	RIP, RAB
HGNC:5177	AGFG2	HRBL	RABR
HGNC:24684	AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7
HGNC:38051	AGGF1P1		
HGNC:38052	AGGF1P2		
HGNC:38053	AGGF1P3		
HGNC:38054	AGGF1P4		
HGNC:51741	AGGF1P5		
HGNC:51744	AGGF1P6		
HGNC:51740	AGGF1P7		
HGNC:51745	AGGF1P8		
HGNC:51746	AGGF1P9		
HGNC:51747	AGGF1P10		
HGNC:21869	AGK	MULK	FLJ10842
HGNC:37661	AGKP1		AGKY1
HGNC:321	AGL		
HGNC:18407	AGMAT		FLJ23384
HGNC:33784	AGMO	TMEM195	FLJ16237
HGNC:3262	AGO1	EIF2C1	hAGO1
HGNC:3263	AGO2	EIF2C2, CASC7	hAGO2, Q10, LINC00980
HGNC:18421	AGO3	EIF2C3	hAGO3, FLJ12765
HGNC:18424	AGO4	EIF2C4	hAGO4, KIAA1567, FLJ20033
HGNC:324	AGPAT1		LPAAT-alpha
HGNC:325	AGPAT2	BSCL	LPAAT-beta
HGNC:326	AGPAT3		LPAAT-gamma, LPAAT3
HGNC:20885	AGPAT4		LPAAT-delta, dJ473J16.2
HGNC:20988	AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112
HGNC:20886	AGPAT5		FLJ11210, LPAAT-e, LPAAT-epsilon
HGNC:37709	AGPAT5P1		
HGNC:327	AGPS		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S
HGNC:328	AGR2		XAG-2, HAG-2, AG2, PDIA17
HGNC:24167	AGR3		HAG3, hAG-3, BCMP11, PDIA18
HGNC:329	AGRN	AGRIN	
HGNC:330	AGRP		Agrt, ART, ASIP2
HGNC:333	AGT	SERPINA8	
HGNC:17258	AGTPBP1		KIAA1035, Nna1, CCP1
HGNC:336	AGTR1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B
HGNC:338	AGTR2		AT2, MRX88
HGNC:13539	AGTRAP		ATRAP
HGNC:341	AGXT	SPAT	AGXT1, PH1, AGT, SPT, AGT1
HGNC:14412	AGXT2		AGT2
HGNC:24618	AHCTF1		ELYS
HGNC:24620	AHCTF1P1	AHCTF1P	ELYS-like
HGNC:343	AHCY		SAHH
HGNC:344	AHCYL1		XPVKONA, IRBIT, PPP1R78
HGNC:22204	AHCYL2		KIAA0828, long-IRBIT, IRBIT2
HGNC:44993	AHCYP1		
HGNC:44994	AHCYP2		
HGNC:44995	AHCYP3		
HGNC:44996	AHCYP4		
HGNC:44997	AHCYP5		
HGNC:44998	AHCYP6		
HGNC:44999	AHCYP7		
HGNC:45000	AHCYP8		
HGNC:25230	AHDC1		DJ159A19.3, RP1-159A19.1
HGNC:21575	AHI1		FLJ20069, ORF1, JBTS3
HGNC:347	AHNAK		MGC5395
HGNC:20125	AHNAK2	C14orf78	
HGNC:348	AHR		bHLHe76
HGNC:346	AHRR	AHH, AHHR	KIAA1234, bHLHe77
HGNC:1189	AHSA1	C14orf3	p38, Aha1, hAha1
HGNC:20437	AHSA2P	AHSA2	DKFZp564C236, Hch1, AHA1
HGNC:349	AHSG		FETUA, A2HS, HSGA
HGNC:18075	AHSP	ERAF	EDRF
HGNC:13203	AICDA		HIGM2, CDA2, ARP2, AID
HGNC:25761	AIDA	C1orf80	FLJ12806
HGNC:54663	AIDAP1		
HGNC:54664	AIDAP2		
HGNC:54665	AIDAP3		
HGNC:352	AIF1		IRT-1, AIF-1, Em:AF129756.17, IBA1
HGNC:28904	AIF1L	C9orf58	IBA2, FLJ12783
HGNC:8768	AIFM1	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5
HGNC:44884	AIFM1P1		
HGNC:21411	AIFM2	AMID	FLJ14497, PRG3
HGNC:26398	AIFM3		AIFL, FLJ30473
HGNC:21607	AIG1		dJ95L4.1, AIG-1, FLJ10485
HGNC:43926	AIG1P1		
HGNC:357	AIM2		PYHIN4
HGNC:10648	AIMP1	SCYE1	EMAPII, EMAP-2, p43
HGNC:16543	AIMP1P1	SCYE1P	bA400P21.1
HGNC:43693	AIMP1P2		
HGNC:20609	AIMP2		p38, PRO0992, JTV-1, JTV1
HGNC:358	AIP		XAP2, ARA9, FKBP16, FKBP37
HGNC:359	AIPL1	LCA4	
HGNC:360	AIRE	APECED	PGA1, APS1
HGNC:34515	AIRN		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1
HGNC:30801	AJAP1		SHREW1, SHREW-1, MOT8
HGNC:37284	AJM1	C9orf172	ajm-1
HGNC:20250	AJUBA	JUB	MGC15563
HGNC:361	AK1		
HGNC:362	AK2		
HGNC:24037	AK2P1		AK2B
HGNC:33542	AK2P2		
HGNC:17376	AK3	AK6, AK3L1	AKL3L1
HGNC:31099	AK3P2		HsT26053
HGNC:39062	AK3P3		
HGNC:39063	AK3P4		
HGNC:39064	AK3P5		
HGNC:39065	AK3P6		
HGNC:363	AK4	AK3, AK3L1	
HGNC:364	AK4P1	AK3P1	
HGNC:39066	AK4P2		
HGNC:21596	AK4P3	AK3L2	AK3L2P
HGNC:39067	AK4P4		
HGNC:39068	AK4P5		
HGNC:39069	AK4P6		
HGNC:365	AK5		
HGNC:49151	AK6		CINAP
HGNC:51678	AK6P1		
HGNC:51679	AK6P2		
HGNC:20091	AK7		FLJ32864, FAP75, CFAP75
HGNC:26526	AK8	C9orf98	FLJ32704
HGNC:33814	AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954
HGNC:28285	AKAIN1	C18orf42	
HGNC:367	AKAP1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17
HGNC:372	AKAP2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2
HGNC:373	AKAP3		FSP95, SOB1, AKAP110, CT82
HGNC:374	AKAP4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99
HGNC:375	AKAP5		AKAP75, AKAP79
HGNC:376	AKAP6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6
HGNC:377	AKAP7		AKAP18, AKAP15
HGNC:378	AKAP8		AKAP95, DKFZp586B1222
HGNC:29857	AKAP8L		NAKAP95, HAP95
HGNC:49758	AKAP8P1		
HGNC:379	AKAP9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11
HGNC:368	AKAP10		D-AKAP2, PRKA10, MGC9414
HGNC:369	AKAP11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44
HGNC:370	AKAP12		AKAP250, SSeCKS
HGNC:371	AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13
HGNC:24061	AKAP14		AKAP28
HGNC:18783	AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
HGNC:38514	AKAP17BP	AKAP16B, AKAP16BP	
HGNC:1170	AKIP1	C11orf17	BCA3
HGNC:25744	AKIRIN1	C1orf108	FLJ12666
HGNC:50794	AKIRIN1P1		
HGNC:50797	AKIRIN1P2		
HGNC:21407	AKIRIN2	C6orf166	FLJ10342, dJ486L4.2
HGNC:50796	AKIRIN2P1		
HGNC:24108	AKNA		KIAA1968
HGNC:28398	AKNAD1	C1orf62	MGC26989
HGNC:380	AKR1A1		ALR, DD3
HGNC:381	AKR1B1	ALDR1	AR
HGNC:420	AKR1B1P1	ALDRL1	
HGNC:425	AKR1B1P2	ALDRP	
HGNC:422	AKR1B1P3	ALDRL3	
HGNC:423	AKR1B1P4	ALDRL4	
HGNC:20002	AKR1B1P5	AKR1B1P	
HGNC:33498	AKR1B1P6		
HGNC:33497	AKR1B1P7		
HGNC:33496	AKR1B1P8		
HGNC:382	AKR1B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn
HGNC:45062	AKR1B10P1		
HGNC:45063	AKR1B10P2		
HGNC:37281	AKR1B15		
HGNC:384	AKR1C1	DDH1	DDH, MBAB, DD1, HAKRC
HGNC:385	AKR1C2	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2
HGNC:386	AKR1C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS
HGNC:387	AKR1C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581
HGNC:44679	AKR1C5P		
HGNC:44680	AKR1C6P		TAKR
HGNC:44681	AKR1C7P		
HGNC:23469	AKR1C8P	AKR1CL1	
HGNC:388	AKR1D1	SRD5B1	
HGNC:11288	AKR1D1P1	SRD5BP1, AKR1D1P	
HGNC:23437	AKR1E2	AKRDC1, AKR1CL2	MGC10612
HGNC:389	AKR7A2		AFAR
HGNC:24062	AKR7A2P1		AFARP1
HGNC:55059	AKR7A2P2		
HGNC:390	AKR7A3		
HGNC:24056	AKR7L		AFAR3
HGNC:391	AKT1		RAC, PKB, PRKBA, AKT, RAC-alpha
HGNC:28426	AKT1S1		PRAS40, MGC2865, Lobe
HGNC:392	AKT2		PKBβ
HGNC:393	AKT3		PKBG, RAC-gamma, PRKBG
HGNC:41304	AKT3-IT1		
HGNC:16710	AKTIP	FTS	FLJ13258
HGNC:395	ALAD		ALADH, PBGS
HGNC:396	ALAS1	ALAS3, ALAS	
HGNC:397	ALAS2	ASB	
HGNC:399	ALB		
HGNC:400	ALCAM		CD166, MEMD
HGNC:402	ALDH1A1	PUMB1, ALDH1	RALDH1
HGNC:15472	ALDH1A2		RALDH2
HGNC:409	ALDH1A3	ALDH6	RALDH3
HGNC:407	ALDH1B1	ALDH5	ALDHX
HGNC:3978	ALDH1L1	FTHFD	10-fTHF, FDH
HGNC:40244	ALDH1L1-AS1		
HGNC:42446	ALDH1L1-AS2		
HGNC:26777	ALDH1L2		FLJ38508, mtFDH
HGNC:404	ALDH2		
HGNC:405	ALDH3A1	ALDH3	
HGNC:403	ALDH3A2	SLS, ALDH10	FALDH
HGNC:410	ALDH3B1	ALDH7	
HGNC:411	ALDH3B2	ALDH8	
HGNC:406	ALDH4A1	ALDH4	P5CDh
HGNC:408	ALDH5A1		SSADH, SSDH
HGNC:7179	ALDH6A1	MMSDH	
HGNC:877	ALDH7A1	ATQ1	EPD, PDE
HGNC:878	ALDH7A1P1	ATQL1	
HGNC:879	ALDH7A1P2	ATQL2	
HGNC:880	ALDH7A1P3	ATQL3	
HGNC:881	ALDH7A1P4	ATQL4	
HGNC:15471	ALDH8A1		ALDH12
HGNC:412	ALDH9A1	ALDH7, ALDH4, ALDH9	E3
HGNC:28114	ALDH16A1		MGC10204
HGNC:9722	ALDH18A1	GSAS, PYCS, SPG9	P5CS
HGNC:414	ALDOA		
HGNC:415	ALDOAP1		
HGNC:416	ALDOAP2		
HGNC:417	ALDOB		
HGNC:418	ALDOC		
HGNC:18294	ALG1		HMT-1, HMAT1, CDG1K, Mat-1
HGNC:33721	ALG1L		ALG1L1
HGNC:37258	ALG1L2		
HGNC:44372	ALG1L3P		
HGNC:44374	ALG1L5P		
HGNC:44375	ALG1L6P		
HGNC:44376	ALG1L7P		
HGNC:44377	ALG1L8P		
HGNC:44378	ALG1L9P		
HGNC:44379	ALG1L10P		
HGNC:44380	ALG1L11P		
HGNC:44381	ALG1L12P		
HGNC:44382	ALG1L13P		
HGNC:44383	ALG1L14P		
HGNC:44384	ALG1L15P		
HGNC:23159	ALG2		CDGIi, FLJ14511, hALPG2, NET38, CDG1I
HGNC:23056	ALG3		NOT56L, Not56, CDGS4, D16Ertd36e
HGNC:45159	ALG3P1		
HGNC:20266	ALG5		bA421P11.2
HGNC:23157	ALG6		
HGNC:23161	ALG8		MGC2840
HGNC:15672	ALG9	DIBD1	
HGNC:41409	ALG9-IT1		
HGNC:23162	ALG10		FLJ14751, DIE2, ALG10A
HGNC:31088	ALG10B		KCR1
HGNC:32456	ALG11		KIAA0266, CDG1P
HGNC:19358	ALG12		ECM39, CDG1G
HGNC:30881	ALG13	GLT28D1, CXorf45	MDS031, YGL047W, FLJ23018, TDRD13, CDG1S
HGNC:41277	ALG13-AS1		
HGNC:28287	ALG14		MGC19780
HGNC:41192	ALG14-AS1		
HGNC:427	ALK		CD246
HGNC:33775	ALKAL1	FAM150A	UNQ9433, AUGB
HGNC:27683	ALKAL2	FAM150B	AUGA
HGNC:17911	ALKBH1	ALKBH	hABH, alkB, ABH
HGNC:32487	ALKBH2		MGC90512, ABH2
HGNC:30141	ALKBH3		DEPC-1
HGNC:48670	ALKBH3-AS1		
HGNC:21900	ALKBH4		FLJ20013
HGNC:25996	ALKBH5	OFOXD1	FLJ20308
HGNC:28243	ALKBH6		MGC15677
HGNC:21306	ALKBH7	SPATA11	MGC10974
HGNC:25189	ALKBH8		MGC10235, TRM9, TRMT9A
HGNC:17377	ALLC		ALC
HGNC:428	ALMS1		KIAA0328
HGNC:41305	ALMS1-IT1		
HGNC:29586	ALMS1P1	ALMS1L, ALMS1P	
HGNC:435	ALOX5		5-LOX
HGNC:436	ALOX5AP		FLAP
HGNC:429	ALOX12		12S-LOX
HGNC:51342	ALOX12-AS1		
HGNC:430	ALOX12B		12R-LOX
HGNC:431	ALOX12P1	ALOX12P	
HGNC:432	ALOX12P2		
HGNC:433	ALOX15		15-LOX-1
HGNC:434	ALOX15B		15-LOX-2
HGNC:13742	ALOX15P1	ALOX15P	
HGNC:39027	ALOX15P2		
HGNC:13743	ALOXE3		eLOX3, E-LOX
HGNC:44238	ALOXE3P1		
HGNC:441	ALPG	ALPPL2	GCAP
HGNC:437	ALPI		IAP
HGNC:20917	ALPK1		Lak, FLJ22670, KIAA1527
HGNC:20565	ALPK2		HAK
HGNC:17574	ALPK3		MAK, KIAA1330, Midori
HGNC:438	ALPL	HOPS	TNSALP, TNALP, TNAP
HGNC:439	ALPP		PALP, PLAP
HGNC:14016	ALPPP		
HGNC:443	ALS2	ALS2CR6	
HGNC:20605	ALS2CL		FLJ36525, RN49018, DKFZp686I0110
HGNC:1494	ALX1	CART1	
HGNC:449	ALX3	FND	
HGNC:450	ALX4	PFM2	FPP, PFM, KIAA1788
HGNC:19071	ALYREF	THOC4	ALY, BEF, ALY/REF, REF
HGNC:451	AMACR		RACE, P504S
HGNC:452	AMBN		
HGNC:453	AMBP	ITI, ITIL	UTI, HCP, EDC1, HI30, IATIL, ITILC
HGNC:25990	AMBRA1		FLJ20294, KIAA1736, WDR94, DCAF3
HGNC:457	AMD1		SAMDC
HGNC:44898	AMD1P1		
HGNC:460	AMD1P2	AMD2, AMD, AMDP1	AMDPX, AMDPY
HGNC:51608	AMD1P3		
HGNC:51609	AMD1P4		
HGNC:28577	AMDHD1		MGC35366
HGNC:24262	AMDHD2		CGI-14
HGNC:461	AMELX	AMG, AIH1	
HGNC:462	AMELY	AMGL	
HGNC:26837	AMER1	FAM123B	RP11-403E24.2, FLJ39827, WTX
HGNC:26360	AMER2	FAM123A	FLJ25477
HGNC:26771	AMER3	FAM123C	FLJ38377
HGNC:463	AMFR		RNF45, gp78
HGNC:464	AMH		MIS
HGNC:465	AMHR2		MISR2, MISRII
HGNC:20824	AMIGO1		AMIGO, KIAA1163
HGNC:24073	AMIGO2		ALI1, DEGA
HGNC:24075	AMIGO3		
HGNC:466	AMLCR2		
HGNC:467	AMMECR1		
HGNC:41306	AMMECR1-IT1		
HGNC:28658	AMMECR1L		MGC4268
HGNC:39809	AMMECR1LP1		
HGNC:14604	AMN		amnionless
HGNC:27281	AMN1		
HGNC:17810	AMOT		KIAA1071
HGNC:17811	AMOTL1		JEAP
HGNC:17812	AMOTL2		LCCP
HGNC:468	AMPD1		MAD, MADA
HGNC:469	AMPD2		SPG63
HGNC:470	AMPD3		
HGNC:471	AMPH		
HGNC:473	AMT		GCST, NKH
HGNC:33188	AMTN		UNQ689, RSTI689
HGNC:474	AMY1A	AMY1	
HGNC:475	AMY1B	AMY1	
HGNC:476	AMY1C	AMY1	
HGNC:477	AMY2A	AMY2	
HGNC:478	AMY2B	AMY2	
HGNC:479	AMYP1	AMY2P	
HGNC:22231	AMZ1		KIAA1950
HGNC:28041	AMZ2		
HGNC:26491	AMZ2P1		FLJ32065
HGNC:38072	AMZ2P2		
HGNC:54911	AMZ2P3		
HGNC:19988	ANAPC1		MCPR, TSG24, APC1
HGNC:44150	ANAPC1P1		
HGNC:54708	ANAPC1P2		
HGNC:54709	ANAPC1P3		
HGNC:54710	ANAPC1P4		
HGNC:54711	ANAPC1P5		
HGNC:54712	ANAPC1P6		
HGNC:19989	ANAPC2		APC2, KIAA1406
HGNC:19990	ANAPC4		APC4
HGNC:15713	ANAPC5		APC5
HGNC:17380	ANAPC7		APC7
HGNC:24077	ANAPC10		APC10, DOC1, DKFZP564L0562
HGNC:33976	ANAPC10P1	ANAPC10P	
HGNC:14452	ANAPC11		HSPC214, APC11, Apc11p, MGC882
HGNC:24540	ANAPC13		SWM1, APC13, DKFZP566D193
HGNC:24531	ANAPC15	C11orf51	HSPC020, DKFZP564M082, APC15
HGNC:54888	ANAPC15P1		
HGNC:54889	ANAPC15P2		
HGNC:26976	ANAPC16	C10orf104	bA570G20.3, FLJ33728, APC16, CENP-27
HGNC:482	ANCR		
HGNC:483	ANG		RNASE5, RAA1
HGNC:19961	ANGEL1	KIAA0759	Ccr4e
HGNC:30534	ANGEL2		KIAA0759L, FLJ12793, Ccr4d
HGNC:484	ANGPT1		KIAA0003, Ang1
HGNC:485	ANGPT2		Ang2
HGNC:487	ANGPT4		
HGNC:489	ANGPTL1	ANGPT3	ANG3, AngY, ARP1
HGNC:490	ANGPTL2		ARP2, HARP
HGNC:491	ANGPTL3	ANGPT5	
HGNC:16039	ANGPTL4		pp1158, PGAR, ARP4, HFARP, FIAF, NL2
HGNC:19705	ANGPTL5		
HGNC:23140	ANGPTL6		ARP5, AGF
HGNC:24078	ANGPTL7		CDT6, AngX
HGNC:24933	ANGPTL8	C19orf80	TD26, RIFL
HGNC:40024	ANHX		
HGNC:492	ANK1	ANK	SPH1
HGNC:493	ANK2	LQT4	FAP87, CFAP87
HGNC:40076	ANK2-AS1		
HGNC:494	ANK3		
HGNC:54102	ANK3-DT		
HGNC:26350	ANKAR		FLJ25415
HGNC:28002	ANKDD1A		FLJ25870
HGNC:32525	ANKDD1B		
HGNC:15803	ANKEF1	ANKRD5	FLJ21669, dJ839B4.6
HGNC:26766	ANKFN1		FLJ38335
HGNC:20763	ANKFY1		ANKHZN, KIAA1255, ZFYVE14, BTBD23, RANK-5
HGNC:15492	ANKH	CCAL2, CMDJ	HANK, ANK, CPPDD, SLC62A1
HGNC:24714	ANKHD1		MASK, FLJ20288, FLJ11979, FLJ10042, FLJ14127, KIAA1085, MASK1
HGNC:33530	ANKHD1-EIF4EBP3		MASK-BP3
HGNC:22215	ANKIB1		DKFZP434A0225, KIAA1386
HGNC:21027	ANKK1		X-kinase
HGNC:26812	ANKLE1	ANKRD41	FLJ39369, LEMD6
HGNC:29101	ANKLE2	KIAA0692	LEMD7, Lem4
HGNC:20987	ANKMY1		FLJ20499, ZMYND13
HGNC:25370	ANKMY2		DKFZP564O043, ZMYND20
HGNC:13208	ANKRA2		
HGNC:15819	ANKRD1		C-193, ALRP, CARP, CVARP, MCARP
HGNC:495	ANKRD2		ARPP
HGNC:17280	ANKRD6		KIAA0957
HGNC:18588	ANKRD7		TSA806
HGNC:20096	ANKRD9		
HGNC:20265	ANKRD10		FLJ20093
HGNC:39891	ANKRD10-IT1		
HGNC:21316	ANKRD11		LZ16, T13
HGNC:54737	ANKRD11P1		
HGNC:54738	ANKRD11P2		
HGNC:29135	ANKRD12		KIAA0874, FLJ20053, GAC-1
HGNC:21268	ANKRD13A	ANKRD13	NY-REN-25
HGNC:26363	ANKRD13B		FLJ25555
HGNC:25374	ANKRD13C		DKFZP566D1346, dJ677H15.3
HGNC:27880	ANKRD13D		
HGNC:23471	ANKRD16		DKFZP434N1511
HGNC:23575	ANKRD17		GTAR, KIAA0697, FLJ22206, NY-BR-16, MASK2
HGNC:23643	ANKRD18A		KIAA2015, FLJ35740
HGNC:23644	ANKRD18B		bA255A11.3
HGNC:43601	ANKRD18CP		
HGNC:28016	ANKRD18DP		
HGNC:43609	ANKRD18EP		
HGNC:22567	ANKRD19P	ANKRD19	FLJ36178
HGNC:23665	ANKRD20A1	ANKRD20A	DKFZp434A171
HGNC:31979	ANKRD20A2P	ANKRD20A2	
HGNC:31981	ANKRD20A3P	ANKRD20A3	
HGNC:31982	ANKRD20A4P	ANKRD20A4	OTTHUMG00000066855
HGNC:33833	ANKRD20A5P	ANKRD20A5	MGC26718
HGNC:37714	ANKRD20A6P		
HGNC:31980	ANKRD20A7P		
HGNC:23666	ANKRD20A8P	ANKRD20B	
HGNC:42023	ANKRD20A9P		
HGNC:39707	ANKRD20A10P	ANKRD20A4P1	
HGNC:42024	ANKRD20A11P	C21orf81	
HGNC:43603	ANKRD20A12P		
HGNC:43604	ANKRD20A13P		
HGNC:43605	ANKRD20A14P		
HGNC:43606	ANKRD20A15P		
HGNC:43607	ANKRD20A16P		
HGNC:43608	ANKRD20A17P		
HGNC:23756	ANKRD20A18P	C21orf126	
HGNC:42737	ANKRD20A19P		
HGNC:32319	ANKRD20A20P	CCDC29	
HGNC:52329	ANKRD20A21P		
HGNC:28321	ANKRD22		MGC22805
HGNC:24470	ANKRD23		DARP, FLJ32449, MARP3
HGNC:29424	ANKRD24		KIAA1981
HGNC:29186	ANKRD26	THC2	KIAA1074
HGNC:32955	ANKRD26P1		FLJ43980
HGNC:39687	ANKRD26P2		
HGNC:39689	ANKRD26P3	LINC00414	
HGNC:39690	ANKRD26P4		
HGNC:25310	ANKRD27		FLJ00040, DKFZp434L0718, VARP
HGNC:29024	ANKRD28		KIAA0379, PITK, PP6-ARS-A, PPP1R65, FAP79, CFAP79
HGNC:27110	ANKRD29		FLJ25053
HGNC:17234	ANKRD30A		NY-BR-1
HGNC:24165	ANKRD30B		NY-BR-1.1
HGNC:35167	ANKRD30BL	NCRNA00164, ANKRD30BP3	
HGNC:19722	ANKRD30BP1	C21orf110, ANKRD30BP	PRED4
HGNC:16620	ANKRD30BP2	C21orf99	CT85, CTSP-1
HGNC:27873	ANKRD30BP3		
HGNC:26853	ANKRD31		FLJ40191
HGNC:13788	ANKRD33	C12orf7	DKFZp686O1689, PANKY
HGNC:35240	ANKRD33B		
HGNC:41298	ANKRD33B-AS1		
HGNC:27639	ANKRD34A	ANKRD34	
HGNC:33736	ANKRD34B		DP58
HGNC:33888	ANKRD34C		
HGNC:48618	ANKRD34C-AS1		
HGNC:26323	ANKRD35		FLJ25124
HGNC:24079	ANKRD36		UNQ2430
HGNC:29333	ANKRD36B	KIAA1641	FLJ21281
HGNC:28169	ANKRD36BP1	ANKRD26L1, ANKRD36BL1	MGC12538
HGNC:33607	ANKRD36BP2		
HGNC:32946	ANKRD36C		DKFZp667P0924
HGNC:37759	ANKRD36P1		
HGNC:29593	ANKRD37		Lrp2bp
HGNC:28640	ANKRD39		MGC41816
HGNC:28233	ANKRD40		MGC15396
HGNC:26080	ANKRD40CL	C17orf73, LINC00483	FLJ20694
HGNC:26752	ANKRD42		FLJ37874, SARP, PPP1R79
HGNC:25259	ANKRD44		PP6-ARS-B
HGNC:41090	ANKRD44-AS1		
HGNC:41477	ANKRD44-IT1		
HGNC:24786	ANKRD45		FLJ45235, CT117
HGNC:27229	ANKRD46		
HGNC:25970	ANKRD49		FLJ20189, FGIF, GBIF
HGNC:54619	ANKRD49P1		
HGNC:54620	ANKRD49P2		
HGNC:54621	ANKRD49P3		
HGNC:54622	ANKRD49P4		
HGNC:29223	ANKRD50		KIAA1223
HGNC:26614	ANKRD52		FLJ34236, PP6-ARS-C
HGNC:25691	ANKRD53		FLJ12056, FLJ36160
HGNC:25185	ANKRD54		LIAR
HGNC:39214	ANKRD54P1		
HGNC:25681	ANKRD55		FLJ11795
HGNC:16217	ANKRD60	C20orf86	bA196N14.3
HGNC:22467	ANKRD61		
HGNC:35241	ANKRD62		DKFZp779B1634
HGNC:42363	ANKRD62P1		
HGNC:42393	ANKRD62P1-PARP4P3		VWFP1-ANKRD62P1-PARP4P3
